,0.008726535364985466,0.026176949962973595,0.04361938685178757,0.061048541218042374,0.07845909893512726,0.09584575146436691,0.11320321261882782,0.13052619993686676,0.14780940115451813,0.16504760086536407,0.18223552405834198,0.1993679255247116,0.2164396196603775,0.23344536125659943,0.2503800094127655,0.2672383785247803,0.28401535749435425,0.30070579051971436,0.3173046410083771,0.3338068723678589,0.3502073884010315,0.36650121212005615,0.3826834559440613,0.39874908328056335,0.4146932363510132,0.43051108717918396,0.4461978077888489,0.4617486000061035,0.4771587550640106,0.49242356419563293,0.507538378238678,0.5224985480308533,0.537299633026123,0.5519369840621948,0.56640625,0.5807029604911804,0.5948227643966675,0.6087614297866821,0.6225146651268005,0.6360781788825989,0.649448037147522,0.6626200675964355,0.6755901575088501,0.6883545517921448,0.7009092569351196,0.713250458240509,0.7253743410110474,0.7372773289680481,0.7489557266235352,0.760405957698822,0.7716245651245117,0.782608151435852,0.7933533191680908,0.8038569092750549,0.8141155242919922,0.8241261839866638,0.8338858485221863,0.843391478061676,0.8526401519775391,0.8616291284561157,0.8703556656837463,0.878817081451416,0.8870108127593994,0.894934356212616,0.9025852680206299,0.9099612236022949,0.9170600771903992,0.9238795042037964,0.9304175972938538,0.9366722106933594,0.9426414370536804,0.948323667049408,0.9537169337272644,0.9588197469711304,0.9636304378509521,0.9681476354598999,0.972369909286499,0.9762960076332092,0.9799246788024902,0.9832549095153809,0.9862856268882751,0.9890158772468567,0.9914448261260986,0.9935718774795532,0.9953961968421936,0.9969173073768616,0.9981347918510437,0.9990482330322266,0.9996573328971863,0.9999619126319885
1949,26.023699368370902,26.124143197801377,26.207185758484734,26.286435969670613,26.26021385192871,26.276459113756815,26.328635885980393,26.356170739067924,26.39711094432407,26.393833472993638,26.446757088767157,26.470964002609254,26.437692568037246,26.351750395033093,26.178414403067695,26.099377324846056,25.958098279105293,25.768033186594646,25.585711622238158,25.246697984801397,25.019121387269763,24.744610272513494,24.36723600493537,23.927465444140964,23.579785010549756,23.17645210954878,22.718555431895787,21.91139154434204,20.756078594260746,19.897399572365813,19.032337236073282,18.385308044693538,17.628931165941886,16.687023426095646,15.865320551809337,15.037824344076217,14.820368648734357,14.340357160180186,13.642223710318406,13.024505624009503,12.359358688526683,11.395366277297338,10.436782427101086,9.674082412053313,8.920580162439082,8.044659569093751,7.031026298294051,6.083615871736159,5.282245096757025,4.5568438956307045,3.9585262495300007,3.4702334511145536,3.080189126186694,2.752667777157492,2.3367266335136567,1.8864540858685763,1.3808759926611351,0.9087945829973453,0.43791806787873305,-0.4255864098752176,-1.706137565130161,-2.9632828904108868,-3.9392251594923438,-4.876222859954255,-5.863859609928396,-6.557567548182689,-7.357532158887221,-8.33129750729228,-9.034258130523893,-9.584393059917621,-9.75114359750102,-10.260453481972217,-10.943927757648957,,-12.146138572361734,-13.12468249779712,-13.831308619553845,-14.501471348437999,-15.3242688053598,-15.926341078016494,-16.50521845817566,-16.726004997889202,-17.01863192982144,-17.350117227766248,-18.00993211534288,-18.702376900778876,-19.219652790493434,-19.49485642115275,-19.682460610071818,-19.78875574535794
1950,25.88298483159807,26.002311690648398,26.105682979689703,26.20885755221049,26.20247173309326,26.234463029437595,26.2992695596483,26.343007458580864,26.397278155220878,26.403493404388428,26.46066451072693,26.484638833999632,26.442721552318996,26.343791347079808,26.15390076107449,26.057742171817356,25.89903106689453,25.69902622964647,25.513053146998086,25.173969766828748,24.949832322862413,24.67105089823405,24.279393238491483,23.829627362887063,23.486080567042034,23.087626910209657,22.640227283371818,21.857344439294604,20.72795969777637,19.89911223190526,19.062175608033108,18.44904624617969,17.716224743922552,16.79646111494965,15.997215209404628,15.169488449229135,14.942816764033504,14.45627378374338,13.75041561772426,13.097589064555036,12.383853964342011,11.376866929646996,10.36453552417871,9.527400545486145,,,6.647673960402608,5.634329888224602,4.766200313168682,4.00203681474862,3.3809595863774624,2.8691578707205028,2.4661302376590255,2.1446687005298575,1.74567204743572,1.304122700248263,0.8060519043006934,0.36000844539764026,-0.06521439881374438,-0.8808037794195116,-2.117206241397394,-3.305448678177264,-4.227504093285339,-5.107118728529248,-6.044072551071359,-6.696442574629974,-7.472903590804587,-8.420026295094026,-9.0964930291805,-9.629450519165646,-9.779333051956362,-10.270603936703669,-10.924549904631244,-11.439005575908554,-12.041558250976312,-12.971806922195375,-13.630060050077736,-14.269767299377255,-15.036514655459259,-15.583802457650503,-16.130535993311142,-16.328681529892815,-16.610735466745165,-16.93210688167148,-17.579294941160413,-18.2519106970893,-18.744539292653403,-18.989450380537246,-19.132799996270073,-19.196844885084364
1951,26.375288486480713,26.48159916136,26.565131550365024,26.64407625728183,26.61538298394945,26.62728897995419,26.672506758901807,26.695152359538607,26.729422320259943,26.71520293023851,26.75502462387085,26.763032235039606,26.714676835801868,26.615983713997736,26.436574506759644,26.35380990770128,26.20660776032342,26.01620405515035,25.831470108032228,25.491345032056174,25.267132091522218,24.982819938659667,24.58911027378506,24.133150225215488,23.7754736661911,23.377150024308097,22.926577099164327,22.12493280834622,20.96945311129093,20.10040202178061,19.221356006711723,18.550536269528997,17.7597847626855,16.78482225123379,15.942276903986931,15.093798989512853,14.850793539836175,14.354795120987628,13.663896427109528,13.0460661046,12.376390831669172,11.412642873761554,10.450820337298016,9.680592784285546,,,6.991771010713031,6.047914628032595,5.235685516686903,4.5190699043166305,3.9217308493512166,3.41091165548682,2.9993224388919772,2.6513149830008236,2.222686604881245,1.7783113464609617,1.2728190929415482,0.8101606445387006,0.35606921809828945,-0.4834785086206264,-1.7744691924373102,-3.004284591359707,-3.988254026007942,-4.916395328773392,-5.917796063200674,-6.62655304451279,-7.434291048021987,-8.416974895757933,-9.134245980003227,-9.681190754555994,-9.824030766594742,-10.30933512225747,-10.981526014922808,,-12.174581657678614,-13.155599793646898,-13.914768711850048,-14.624919195307626,-15.464814365448223,-16.078441735108694,-16.64365868303511,-16.851525621944003,-17.139519593450757,-17.477032515737747,-18.14712076187134,-18.84853244887458,-19.372617938783435,-19.652608336342706,-19.838738383187188,-19.945936414930557
1952,26.25994491842058,26.373850207858617,26.47027340200212,26.5625253200531,26.547217575709023,26.568505072593688,26.62562443945143,26.662760880258347,26.710922882292007,26.710143756866454,26.762660471598306,26.78166038195292,26.738951619466146,26.640830755233765,26.455969460805257,26.368590778774685,26.218769576814438,26.026899327172174,25.847455761167737,25.5230548037423,25.309545130199858,25.03728969891866,24.644863356484308,24.18950588438246,23.826591081089443,23.416727799839443,22.954993642701044,22.14099890391032,20.97653739485476,20.10145435258746,19.225045859565338,18.56129725746448,17.790199671126903,16.834539680182935,16.009064986473984,15.179018578533498,14.961314034130838,14.491884437368975,13.809615847799513,13.190409031386176,12.500925095213784,11.520704608948694,10.538183823476235,9.74492640743653,8.969788362520436,8.067554730936212,7.037470245257848,6.0440131554587015,5.22021067191381,4.47402871636053,3.855175921906872,3.3427446445275564,2.926882578774045,2.588126408482074,2.180939706402003,1.7113394400428257,1.1489909451868798,0.6334827462262992,0.12196591089790067,-0.7829567175099833,-2.092223826700097,-3.36468737649395,-4.382845260285669,-5.323218561636491,-6.288530872265498,-6.962472614839983,-7.738635722113153,-8.678724634688761,-9.329948812831814,-9.799346473171479,-9.86671010615925,-10.282276453243362,-10.863349156702558,,-11.86143470161284,-12.750091514226774,-13.375441871417893,-13.98738275418679,-14.712216287106276,-15.197315780321757,-15.647694240676032,-15.743278172281054,-15.926550449265374,-16.149056000179716,-16.700891857677036,-17.307645342085095,-17.747713369793363,-17.955945528878107,-18.098750003178914,-18.172136709425185
1953,26.408761927816602,26.519829003016152,26.61069131427341,26.69808003637526,26.678311279084948,26.69794778029124,26.744952660136754,26.772161671850416,26.806077612770927,26.790086142222087,26.82609765794542,26.820530043707954,26.75850281185574,26.64655001428392,26.456381267971462,26.364285718070136,26.213064119550918,26.02554250823127,25.851381916469997,25.518242128690083,25.299689870410496,25.020439206229316,24.629016664293076,24.168580876456367,23.80166321065691,23.386061429977417,22.91874567402734,22.101746161778767,20.93105752401882,20.049772241546048,19.165848777484563,18.503436504635545,17.7311396320247,16.781626161270673,15.964941024118,15.136711234019863,14.917529785477866,14.448022401995129,13.763098695832822,13.143015232423528,12.458198899030686,11.488224453065131,10.522867549583315,9.733895436481625,8.97323710616264,8.101498453484641,7.101708570050283,6.145242748647514,5.366219585043534,4.670752266256345,4.102654873207212,3.6254005533963207,3.2444305270354055,2.909396677153806,2.511854026518348,2.066349187850331,1.5640602200123896,1.1022604443339838,0.6728577427643662,-0.11052576796048218,-1.3251821509665913,-2.5462812334268365,-3.462350019960043,-4.325068994756374,-5.259252438507974,-5.934325098711997,-6.7183033602312205,-7.7141771280918165,-8.460023138420526,-9.062865895990075,-9.295506482923196,-9.783487006742508,-10.433954758445422,-10.99482949844872,-11.654454935942258,-12.549520980856485,-13.166702628549602,-13.736446722431316,-14.46507237934404,-14.931476615534889,-15.400161638524796,-15.551268111334906,-15.78550772137112,-16.09569160408444,-16.75037299262153,-17.436823330985174,-17.948328744040595,-18.218907605277167,-18.382667700449627,-18.4613866382175
1954,25.946761139233907,26.078727340698244,26.196119491259257,26.312231874465944,26.320727427800495,26.370450846354167,26.44661912123362,26.49835930665334,26.55904892285665,26.570349486668906,26.63443135155572,26.662233776516384,26.63207737074958,26.548985936906604,26.374137698279487,26.292079056633842,26.145297124650742,25.953070407443576,25.770857837465073,25.43266974820031,25.202153714497886,24.915097416771783,24.51647997432285,24.054613428645663,23.691658544540406,23.278923185666404,22.81125870810615,21.995518583721584,20.83107695562972,19.96267932574782,19.09172215660413,18.437069612451726,17.669535546791224,16.71265532407496,15.877116568386555,15.028107811903787,14.79351172025005,14.315162092240321,13.619351432555252,12.98703011572361,12.273617648084958,11.253712458908558,10.23876103228993,9.406495371336739,8.588564892734091,7.658733227062556,6.6085814529822935,5.633787835712751,4.84583701385806,4.138817659109676,3.5545760301148728,3.070458311882491,2.6872887308916282,2.3635679037206705,1.9852871989572627,1.5625286254184578,1.0822656362627943,0.6305192039593951,0.21349741585242252,-0.5496270524286148,-1.7883775062859057,-2.979480047358407,-3.8910411736565744,-4.73304895894188,-5.656227594200108,-6.3028494659604295,-7.043466093397647,-7.924411363798814,-8.582488786548168,-9.094202959930731,-9.232948446259575,-9.628730724669165,-10.231400117319492,-10.761984447596802,-11.342440007927102,-12.197224896178684,-12.782669596311946,-13.396085692362654,-14.152016043192189,-14.712379678752686,-15.285532648033566,-15.525552378760445,-15.808730787701077,-16.119271201557584,-16.750008249282835,-17.40498347547319,-17.88428087234497,-18.121327702204386,-18.26465999815199,-18.332499339845445
1955,25.808847766452367,25.945010307100084,26.0659040901396,26.181430096096463,26.185760688781738,26.226237882508173,26.29653200043572,26.34272776974572,26.393240944544473,26.393475124571058,26.448106071684094,26.4731792555915,26.430521949132284,26.332392724355064,26.147913795047337,26.061124589708115,25.907954337861803,25.7222088654836,25.54850671556261,25.23271919356452,25.03405481974284,24.781149633725484,24.422327179378932,23.99966224034627,23.676017838054232,23.299419230884975,22.872190652953254,22.103585963779025,20.97917122907109,20.138046672929907,19.28142367331311,18.62534149284992,17.85977638728089,16.91209233502547,16.106296208335294,15.292270462214947,15.089102353248744,14.636815663282242,13.961250136958228,13.359741040277813,12.683070708149009,11.690856666697396,10.699104787409306,9.886768793935577,9.07205576904946,8.12698053241604,7.0669356589748835,6.065998581914593,5.236159620371958,4.499270470590434,3.8980061842646037,3.396770756603736,2.9895948746862513,2.63890481705053,2.2194463777769773,1.7404138048386408,1.1817827866399764,0.6567721333768632,0.1303966924444669,-0.7640490231883531,-2.107989138385488,-3.414239456763284,-4.458618350216582,-5.427858825172815,-6.419035640945529,-7.1251278376517195,-7.933976370675696,-8.920234659065803,-9.606571335192873,-10.127691373752896,-10.2653630796406,-10.708843299984519,-11.361354595277872,-11.893069546452413,-12.449254412576556,-13.31870337660528,-13.950078882670237,-14.637127060318987,-15.455415429506036,-16.01522802511851,-16.510662615299225,-16.661223024792143,-16.863728872934978,-17.105893913904826,-17.682735265625848,-18.315490754445396,-18.776048549016316,-18.999263535605536,-19.136068725585936,-19.20076248910692
1956,25.867361182636685,25.99146514998542,26.09832312795851,26.20212682088216,26.19572308858236,26.231764886114334,26.30377873049842,26.350502276420592,26.406997542911107,26.413848778936597,26.471342462963527,26.49117914305793,26.44519569079081,26.342583587434557,26.151763926612006,26.059354072146945,25.905218839645386,25.713020939297145,25.536472362942167,25.209029232131112,24.992878278096516,24.713919136259292,24.32344797452291,23.866240768962435,23.510462572839526,23.105161632431876,22.651549135314095,21.852056336402892,20.700886744095218,19.842399565682797,18.98470998464359,18.345196968254943,17.59676360682481,16.665244354142082,15.858847193875247,15.034187404231893,14.812642010632489,14.327510672890478,13.632447442464116,12.992798914289516,12.269826062934266,11.24950739517808,10.226194213041001,9.39169080505057,8.575316246060861,7.638572133822082,6.5798957919132794,5.5790786498329705,4.752524314406846,4.006126358052199,3.3816908120281166,2.85582008568777,2.4337926961481573,2.104850420433407,1.716670624078122,1.2691739864679725,0.7343740898287958,0.23632092731164045,-0.22075711862287586,-1.0335360311747839,-2.3495635024763435,-3.608319314983156,-4.610659082836678,-5.537952159831507,-6.503647665585352,-7.183984488683442,-7.9772421051644615,-8.887181702670123,-9.498396689775918,-9.951649950900011,-10.055928149929322,-10.48618314427634,-11.11759425362365,-11.644427703776293,-12.198556749491642,-13.003534182026568,-13.578740875733395,-14.214581248288352,-14.956935249600146,-15.433556558688482,-15.92889541917377,-16.088253837161595,-16.289074969291686,-16.535576478640237,-17.112632523642645,-17.73506001631419,-18.201939153671265,-18.45346737437778,-18.629703050189548,-18.733634132809108
1957,26.385628419452242,26.50419987042745,26.602087553342184,26.69309203359816,26.674464792675444,26.692206454277038,26.735162387953864,26.75864174365997,26.790206580691866,26.76779588593377,26.79764069981045,26.797114404042564,26.745207611719767,26.64312980439928,26.45689058833652,26.36912710931566,26.21631104681227,26.02011801931593,25.83828699323866,25.49211543136173,25.25794562763638,24.959765005111695,24.54268281194899,24.05638561513689,23.6610962761773,23.213966682222154,22.714138860172696,21.864826048745048,20.671358903249104,19.77479453564932,18.873728928549422,18.192208286085062,17.40697038008107,16.449790805578232,15.625592219788167,14.806529715740018,14.599908577568002,14.14562941495743,13.476497359822194,12.877009621924824,12.2130712731017,11.249458680964178,10.29703710116446,9.549822041309541,8.820436656030102,7.972531051706109,6.985883272853163,6.075602848428146,5.304353459939981,4.611251596915018,4.050410826116179,3.5949545055317382,3.2350284901576947,2.924748840530972,2.530761543206043,2.074028655814214,1.5500083458797438,1.0594542837287817,0.5946674636461668,-0.24695444129821326,-1.5489550380243196,-2.8339415924002727,-3.8506791416387487,-4.821735292383366,-5.854512255504313,-6.61833385737878,-7.490524937186597,-8.51756489987278,-9.28788553279721,-9.908546433515019,-10.10920588456922,-10.562351872192488,-11.194286059805503,-11.70924235087716,-12.291933890597688,-13.22904427837671,-13.913991564750258,-14.596926001014396,-15.385221385045185,-15.91455796957016,-16.470612597465514,-16.69312231010861,-16.957087596257526,-17.271076186498007,-17.935363430447048,-18.64049555990431,-19.16569384468926,-19.444016875161065,-19.628138870663115,-19.73199226061503
1958,26.423178704579673,26.5496356010437,26.658674722247653,26.769672542148164,26.774634212917753,26.822048762109546,26.89454955259959,26.944253039360046,26.99633207850986,26.99313628938463,27.039468987782797,27.045442321565417,26.994482888115776,26.89215849240621,26.70048474205865,26.60653279092577,26.447765514585708,26.247032923168607,26.05838671790229,25.71970196035173,25.49368379380968,25.202024179034762,24.796014152632818,24.319116253323024,23.93542104297214,23.495023075739542,23.00160810682509,22.16826043923696,20.99148418398367,20.10335072539747,19.2173685239421,18.546306180229617,17.76507362400492,16.796254156364334,15.949208583931128,15.091729868037833,14.842501502546172,14.347790077370075,13.658964526653289,13.044207863758007,12.367088532447815,11.392158628710442,10.431895027475225,9.679243535682973,8.930365916755465,8.068521295736234,7.0935112218682965,6.163098999826858,5.396241281239458,4.710465047611958,4.128953930008639,3.6354827999861703,3.2389035377858413,2.905652202313973,2.5000944849517612,2.040555473872357,1.5046952642603881,0.9975162637290649,0.5047019462502148,-0.386870842323535,-1.773899926901019,-3.120906852573777,-4.193556385586918,-5.195004191635073,-6.279618261268156,-7.101537859139757,-7.963315237354901,-8.995470312900013,-9.756312641035766,-10.288874356810831,-10.439041218037406,-10.88631552623378,-11.467932521603588,-11.954380614062151,,,,-14.652421635203064,-15.311166243834627,-15.764293882581923,-16.23286040888892,-16.378446475664774,-16.639666883150735,-16.973812985420228,-17.65873245663113,-18.391833951738146,-18.934839412901137,-19.217181391186184,-19.381344048182168,-19.460005150900948
